timestamp,service,failure,cpu_usage,memory_usage,latency_ms,error_rate,db_connections,cpu_change,memory_change,latency_change,error_change,db_connections_change,cpu_evidence,memory_evidence,latency_evidence,error_evidence,database_evidence,total_evidence
2026-01-06 19:40:00,user-service,memory_leak,41.96,92.5,278.74,4.22,35.98,3.8400000000000034,1.3799999999999957,17.019999999999982,0.2000000000000001,4.009999999999998,0,1,0,0,0,1
2026-01-06 19:45:00,user-service,memory_leak,31.16,93.88,276.37,4.41,32.93,-10.8,1.3799999999999957,-2.3700000000000045,0.1900000000000004,-3.049999999999997,0,1,0,0,0,1
2026-01-06 19:50:00,user-service,memory_leak,29.93,95.25,280.85,4.61,36.56,-1.2300000000000004,1.3700000000000043,4.480000000000018,0.2000000000000001,3.6300000000000026,0,1,0,0,0,1
2026-01-06 19:55:00,user-service,memory_leak,28.87,96.62,199.37,4.8,36.7,-1.0599999999999987,1.3700000000000043,-81.48000000000002,0.1899999999999995,0.1400000000000005,0,1,0,0,0,1
2026-01-06 20:00:00,user-service,memory_leak,35.89,98.0,309.0,5.0,31.69,7.02,1.3799999999999957,109.63,0.2000000000000001,-5.010000000000002,0,1,1,0,0,2
2026-01-07 14:05:00,api-gateway,cpu_overload,72.42,58.55,201.17,0.96,33.56,2.4200000000000017,5.419999999999995,31.579999999999984,0.4599999999999999,-2.219999999999999,0,0,0,0,0,0
2026-01-07 14:10:00,api-gateway,cpu_overload,74.83,56.11,206.75,1.42,31.06,2.4099999999999966,-2.4399999999999977,5.5800000000000125,0.4599999999999999,-2.500000000000004,0,0,0,0,0,0
2026-01-07 14:15:00,api-gateway,cpu_overload,77.25,59.88,229.98,1.88,28.66,2.4200000000000017,3.770000000000003,23.22999999999999,0.4599999999999999,-2.3999999999999986,0,0,0,0,0,0
2026-01-07 14:20:00,api-gateway,cpu_overload,79.67,59.48,264.41,2.33,36.63,2.4200000000000017,-0.4000000000000057,34.430000000000035,0.4500000000000002,7.970000000000002,0,0,0,0,0,0
2026-01-07 14:25:00,api-gateway,cpu_overload,82.08,57.02,273.95,2.79,37.82,2.4099999999999966,-2.4599999999999937,9.539999999999964,0.4599999999999999,1.1899999999999975,1,0,0,0,0,1
2026-01-07 14:30:00,api-gateway,cpu_overload,84.5,53.74,304.59,3.25,31.57,2.4200000000000017,-3.280000000000001,30.639999999999983,0.4599999999999999,-6.25,1,0,1,0,0,2
2026-01-07 14:35:00,api-gateway,cpu_overload,86.92,54.01,332.91,3.71,30.05,2.4200000000000017,0.269999999999996,28.32000000000005,0.4599999999999999,-1.5199999999999996,1,0,1,0,0,2
2026-01-07 14:40:00,api-gateway,cpu_overload,89.33,51.82,347.64,4.17,28.63,2.4099999999999966,-2.1899999999999977,14.72999999999996,0.4599999999999999,-1.4200000000000017,1,0,1,0,0,2
2026-01-07 14:45:00,api-gateway,cpu_overload,91.75,57.25,347.04,4.62,30.05,2.4200000000000017,5.43,-0.5999999999999659,0.4500000000000002,1.4200000000000017,1,0,1,0,0,2
2026-01-07 14:50:00,api-gateway,cpu_overload,94.17,56.69,362.76,5.08,30.52,2.4200000000000017,-0.5600000000000023,15.71999999999997,0.4599999999999999,0.4699999999999988,1,0,1,1,0,3
2026-01-07 14:55:00,api-gateway,cpu_overload,96.58,54.86,408.49,5.54,38.87,2.4099999999999966,-1.8299999999999983,45.73000000000002,0.4599999999999999,8.349999999999998,1,0,1,1,0,3
2026-01-07 15:00:00,api-gateway,cpu_overload,99.0,50.27,410.4,6.0,41.25,2.4200000000000017,-4.589999999999996,1.909999999999968,0.4599999999999999,2.3800000000000026,1,0,1,1,0,3
