timestamp,service,cpu_usage,memory_usage,disk_io,network_traffic,request_rate,latency_ms,error_rate,db_connections,restart_count,failure_type
2026-01-01 00:40:00,database,48.15,65.93,49.81,534.28,664.08,108.04,0.19,69.21,0,normal
2026-01-01 00:45:00,api-gateway,36.27,54.86,50.89,555.61,584.89,145.71,0.22,28.81,0,normal
2026-01-01 00:45:00,user-service,27.4,50.67,50.25,386.26,367.25,114.82,0.16,32.64,0,normal
2026-01-01 00:45:00,payment-service,42.27,65.58,59.76,531.81,507.43,176.5,0.19,52.7,0,normal
2026-01-01 00:45:00,notification-service,21.6,38.63,53.42,243.15,263.21,97.9,0.21,19.3,0,normal
2026-01-01 00:45:00,database,51.29,67.91,48.68,910.04,793.81,103.3,0.24,72.37,0,normal
2026-01-01 00:50:00,api-gateway,37.12,49.86,34.06,561.86,683.07,148.72,0.26,27.25,0,normal
2026-01-01 00:50:00,user-service,30.04,50.91,34.01,285.32,335.02,128.56,0.18,32.64,0,normal
2026-01-01 00:50:00,payment-service,46.06,62.13,53.32,498.22,494.21,152.87,0.26,42.46,0,normal
2026-01-01 00:50:00,notification-service,24.46,49.65,51.66,254.8,265.03,104.95,0.25,25.09,0,normal
2026-01-01 00:50:00,database,54.47,62.11,38.17,850.65,732.27,101.51,0.11,70.5,0,normal
2026-01-01 00:55:00,api-gateway,39.8,48.49,53.31,635.01,538.23,127.09,0.25,29.98,0,normal
2026-01-01 00:55:00,user-service,28.78,51.15,36.96,255.26,307.42,111.97,0.2,24.95,0,normal
2026-01-01 00:55:00,payment-service,39.59,61.46,46.81,446.14,513.44,172.14,0.3,46.46,0,normal
2026-01-01 00:55:00,notification-service,20.83,44.68,69.65,219.75,269.39,93.12,0.14,20.07,0,normal
2026-01-01 00:55:00,database,51.06,68.61,55.8,620.18,701.76,102.55,0.16,65.16,0,normal
2026-01-01 01:00:00,api-gateway,29.79,50.45,55.77,620.51,617.62,147.39,0.19,31.8,0,normal
2026-01-01 01:00:00,user-service,25.11,50.24,40.95,340.22,357.78,129.55,0.16,24.79,0,normal
2026-01-01 01:00:00,payment-service,39.67,65.06,50.77,483.6,467.37,172.17,0.27,46.65,0,normal
2026-01-01 01:00:00,notification-service,22.24,49.75,36.9,270.21,262.77,99.26,0.27,19.56,0,normal
2026-01-01 01:00:00,database,51.25,63.05,50.49,607.49,630.07,87.73,0.16,64.52,0,normal
2026-01-01 01:05:00,api-gateway,40.56,54.75,44.67,632.58,592.61,135.54,0.16,27.41,0,normal
2026-01-01 01:05:00,user-service,32.01,44.99,42.37,353.56,352.48,119.53,0.23,30.06,0,normal
2026-01-01 01:05:00,payment-service,42.17,59.08,52.68,423.61,426.83,146.95,0.14,48.49,0,normal
2026-01-01 01:05:00,notification-service,24.19,42.42,58.36,294.75,266.96,99.5,0.17,24.69,0,normal
2026-01-01 01:05:00,database,46.11,72.3,50.89,561.46,643.51,75.17,0.21,63.34,0,normal
2026-01-01 01:10:00,api-gateway,38.38,58.5,45.12,548.77,633.9,136.63,0.18,28.06,0,normal
2026-01-01 01:10:00,user-service,31.17,53.1,59.48,382.14,339.19,91.49,0.19,32.87,0,normal
2026-01-01 01:10:00,payment-service,39.97,54.39,53.27,399.22,418.67,158.45,0.28,46.04,0,normal
2026-01-01 01:10:00,notification-service,27.57,45.29,55.69,257.42,275.62,94.93,0.21,22.75,0,normal
2026-01-01 01:10:00,database,47.34,66.9,45.41,644.8,716.92,117.05,0.21,67.71,0,normal
2026-01-01 01:15:00,api-gateway,45.04,56.21,45.55,508.89,591.76,129.67,0.26,29.06,0,normal
2026-01-01 01:15:00,user-service,25.31,52.61,42.26,321.94,368.92,128.31,0.29,33.62,0,normal
2026-01-01 01:15:00,payment-service,44.68,62.51,76.44,466.34,446.44,153.85,0.21,39.4,0,normal
2026-01-01 01:15:00,notification-service,26.9,46.44,68.82,273.62,282.19,106.35,0.22,19.68,0,normal
2026-01-01 01:15:00,database,49.74,65.3,55.24,736.27,767.27,94.44,0.33,70.02,0,normal
2026-01-01 01:20:00,api-gateway,37.29,51.96,37.1,682.06,622.89,117.29,0.2,29.39,0,normal
2026-01-01 01:20:00,user-service,22.99,49.22,36.81,307.32,317.62,101.45,0.2,30.91,0,normal
2026-01-01 01:20:00,payment-service,46.78,65.55,75.73,398.46,481.92,175.03,0.14,46.08,0,normal
2026-01-01 01:20:00,notification-service,20.87,47.02,38.93,232.34,281.18,102.91,0.33,22.49,0,normal
2026-01-01 01:20:00,database,55.02,57.05,46.57,786.71,687.25,104.66,0.1,70.61,0,normal
2026-01-01 01:25:00,api-gateway,38.4,56.58,49.3,528.93,613.29,141.96,0.18,22.83,0,normal
2026-01-01 01:25:00,user-service,34.09,52.17,37.78,313.57,373.39,103.65,0.22,30.89,0,normal
2026-01-01 01:25:00,payment-service,47.26,57.18,39.93,454.19,514.95,167.06,0.28,48.11,0,normal
2026-01-01 01:25:00,notification-service,22.76,45.98,44.77,263.78,291.86,92.08,0.19,25.07,0,normal
2026-01-01 01:25:00,database,54.26,59.74,28.3,733.23,752.45,102.61,0.26,63.29,0,normal
2026-01-01 01:30:00,api-gateway,38.61,53.37,51.14,620.37,639.5,138.2,0.26,26.99,0,normal
2026-01-01 01:30:00,user-service,37.62,52.02,51.01,321.54,353.76,107.92,0.14,30.82,0,normal
2026-01-01 01:30:00,payment-service,40.09,61.22,52.56,516.83,496.85,147.17,0.22,50.19,0,normal
2026-01-01 01:30:00,notification-service,19.98,46.53,26.3,245.35,299.65,103.4,0.22,24.91,0,normal
2026-01-01 01:30:00,database,46.1,65.56,40.77,789.48,725.88,86.96,0.13,65.42,0,normal
2026-01-01 01:35:00,api-gateway,41.3,49.74,51.79,504.27,569.17,153.46,0.2,25.41,0,normal
2026-01-01 01:35:00,user-service,29.49,57.68,49.65,360.9,335.61,112.46,0.16,35.16,0,normal
2026-01-01 01:35:00,payment-service,37.77,58.8,59.29,571.9,551.98,170.77,0.15,49.48,0,normal
2026-01-01 01:35:00,notification-service,23.01,44.78,53.8,298.01,265.46,109.48,0.13,22.17,0,normal
2026-01-01 01:35:00,database,54.15,68.19,49.42,873.03,730.53,90.07,0.12,69.2,0,normal
2026-01-01 01:40:00,api-gateway,39.83,55.81,49.6,743.37,649.33,121.66,0.25,23.97,0,normal
2026-01-01 01:40:00,user-service,27.14,52.66,62.78,400.04,367.04,100.63,0.15,33.84,0,normal
2026-01-01 01:40:00,payment-service,42.24,64.34,52.67,431.82,483.46,165.78,0.13,50.0,0,normal
2026-01-01 01:40:00,notification-service,26.85,45.14,25.15,312.98,297.79,117.12,0.17,20.39,0,normal
2026-01-01 01:40:00,database,54.81,69.74,36.56,622.51,677.72,88.33,0.19,65.52,0,normal
2026-01-01 01:45:00,api-gateway,31.27,51.38,41.74,677.93,588.66,122.38,0.19,28.59,0,normal
2026-01-01 01:45:00,user-service,31.7,46.63,52.89,311.19,348.76,117.77,0.22,32.47,0,normal
2026-01-01 01:45:00,payment-service,41.93,58.2,48.32,684.0,575.94,172.01,0.18,46.36,0,normal
2026-01-01 01:45:00,notification-service,21.72,42.5,52.03,319.88,308.41,110.13,0.23,21.05,0,normal
2026-01-01 01:45:00,database,45.64,65.49,60.84,636.91,624.21,88.86,0.23,67.99,0,normal
2026-01-01 01:50:00,api-gateway,35.81,50.86,44.82,709.42,622.04,126.51,0.29,26.81,0,normal
2026-01-01 01:50:00,user-service,15.08,47.39,38.68,364.94,355.59,126.28,0.27,33.14,0,normal
2026-01-01 01:50:00,payment-service,42.56,61.77,60.67,534.65,510.44,175.67,0.23,49.75,0,normal
2026-01-01 01:50:00,notification-service,21.4,46.44,54.95,341.97,303.39,101.47,0.17,20.08,0,normal
2026-01-01 01:50:00,database,54.11,65.57,56.45,779.95,701.44,94.49,0.24,62.93,0,normal
2026-01-01 01:55:00,api-gateway,40.07,53.8,35.59,853.04,727.35,141.54,0.26,28.23,0,normal
2026-01-01 01:55:00,user-service,29.78,53.22,61.95,277.27,338.84,103.29,0.16,32.18,0,normal
2026-01-01 01:55:00,payment-service,45.47,58.42,60.8,427.24,436.69,161.17,0.24,40.13,0,normal
2026-01-01 01:55:00,notification-service,15.2,46.32,52.44,266.56,251.04,97.53,0.24,18.21,0,normal
2026-01-01 01:55:00,database,48.11,61.56,66.6,611.12,671.8,92.29,0.14,68.62,0,normal
2026-01-01 02:00:00,api-gateway,39.97,54.28,49.18,745.55,627.95,137.47,0.27,23.22,0,normal
2026-01-01 02:00:00,user-service,30.08,49.31,56.08,397.01,377.93,122.19,0.22,34.73,0,normal
2026-01-01 02:00:00,payment-service,46.84,59.73,49.6,410.26,496.88,178.6,0.29,45.07,0,normal
2026-01-01 02:00:00,notification-service,17.63,46.69,49.75,208.39,251.38,96.22,0.19,24.27,0,normal
2026-01-01 02:00:00,database,39.3,60.25,40.33,607.49,677.38,101.15,0.22,69.13,0,normal
2026-01-01 02:05:00,api-gateway,48.61,54.93,50.38,590.34,627.85,139.2,0.16,32.32,0,normal
2026-01-01 02:05:00,user-service,27.88,55.39,63.99,264.07,324.96,119.41,0.23,29.79,0,normal
2026-01-01 02:05:00,payment-service,51.25,61.07,60.89,588.14,522.36,168.86,0.17,49.51,0,normal
2026-01-01 02:05:00,notification-service,24.79,51.23,43.49,351.91,306.35,98.43,0.21,27.87,0,normal
2026-01-01 02:05:00,database,44.87,63.41,49.03,735.06,675.81,99.7,0.35,70.15,0,normal
2026-01-01 02:10:00,api-gateway,39.48,56.84,53.99,693.04,631.71,123.81,0.12,26.25,0,normal
2026-01-01 02:10:00,user-service,21.54,47.3,67.81,420.88,366.18,99.03,0.19,38.33,0,normal
2026-01-01 02:10:00,payment-service,47.53,61.96,43.74,525.74,483.96,148.06,0.27,51.34,0,normal
2026-01-01 02:10:00,notification-service,25.3,44.13,60.62,289.62,287.92,87.89,0.19,22.05,0,normal
2026-01-01 02:10:00,database,42.04,63.91,45.32,899.78,757.44,83.95,0.26,63.69,0,normal
2026-01-01 02:15:00,api-gateway,32.78,54.18,62.34,580.7,645.59,113.39,0.19,27.94,0,normal
2026-01-01 02:15:00,user-service,32.4,48.95,53.82,400.75,387.52,112.01,0.3,31.79,0,normal
2026-01-01 02:15:00,payment-service,42.79,61.14,43.12,593.25,505.05,161.16,0.2,45.56,0,normal
2026-01-01 02:15:00,notification-service,23.68,45.24,59.98,293.34,294.65,84.75,0.22,25.12,0,normal
2026-01-01 02:15:00,database,45.52,66.21,43.49,542.7,555.19,81.72,0.21,67.48,0,normal
2026-01-01 02:20:00,api-gateway,39.87,57.61,74.03,713.12,621.42,138.77,0.22,27.36,0,normal
2026-01-01 02:20:00,user-service,27.2,50.2,56.68,370.71,348.56,115.92,0.15,33.32,0,normal
2026-01-01 02:20:00,payment-service,39.41,60.91,53.21,561.84,547.17,158.09,0.22,47.62,0,normal
2026-01-01 02:20:00,notification-service,26.26,46.07,55.7,318.7,288.44,87.57,0.25,19.41,0,normal
2026-01-01 02:20:00,database,54.5,64.55,39.04,656.67,685.12,94.96,0.2,66.33,0,normal
2026-01-01 02:25:00,api-gateway,35.46,59.66,43.99,468.71,565.2,117.03,0.14,25.37,0,normal
2026-01-01 02:25:00,user-service,33.04,47.94,25.01,316.85,391.05,138.17,0.18,35.77,0,normal
2026-01-01 02:25:00,payment-service,39.37,55.4,57.25,630.6,570.18,180.74,0.32,42.67,0,normal
2026-01-01 02:25:00,notification-service,27.41,47.28,42.46,290.25,291.9,107.41,0.2,22.61,0,normal
2026-01-01 02:25:00,database,45.52,62.05,53.97,716.24,685.97,103.43,0.1,65.01,0,normal
2026-01-01 02:30:00,api-gateway,42.76,52.05,51.05,634.42,585.47,130.76,0.15,28.16,0,normal
2026-01-01 02:30:00,user-service,29.64,47.19,50.64,333.51,316.65,126.64,0.17,31.11,0,normal
2026-01-01 02:30:00,payment-service,46.17,60.15,35.97,561.48,494.28,164.53,0.17,44.96,0,normal
2026-01-01 02:30:00,notification-service,22.9,47.25,44.4,305.38,314.99,113.22,0.24,20.77,0,normal
2026-01-01 02:30:00,database,50.12,62.49,56.34,590.83,666.33,114.78,0.22,63.1,0,normal
2026-01-01 02:35:00,api-gateway,43.9,59.87,33.15,647.78,648.62,119.04,0.27,28.01,0,normal
2026-01-01 02:35:00,user-service,35.56,55.03,46.21,275.23,329.91,107.66,0.28,33.31,0,normal
2026-01-01 02:35:00,payment-service,39.6,57.87,50.33,540.89,482.87,157.93,0.16,46.31,0,normal
2026-01-01 02:35:00,notification-service,17.78,45.99,62.28,340.94,284.68,112.57,0.22,16.14,0,normal
2026-01-01 02:35:00,database,51.78,70.84,43.19,756.58,639.52,90.19,0.2,71.58,0,normal
2026-01-01 02:40:00,api-gateway,35.32,55.51,42.64,697.4,654.24,120.4,0.15,26.94,0,normal
2026-01-01 02:40:00,user-service,26.86,45.78,62.27,399.73,380.9,115.97,0.2,34.96,0,normal
2026-01-01 02:40:00,payment-service,42.76,60.4,42.14,414.79,496.72,162.67,0.25,49.22,0,normal
2026-01-01 02:40:00,notification-service,24.35,47.12,38.69,254.96,253.38,94.19,0.31,16.53,0,normal
2026-01-01 02:40:00,database,52.35,65.25,52.67,780.87,699.7,93.01,0.19,69.75,0,normal
2026-01-01 02:45:00,api-gateway,36.97,54.29,63.13,767.08,644.48,122.44,0.15,26.1,0,normal
2026-01-01 02:45:00,user-service,30.9,49.92,50.1,361.86,377.15,123.26,0.23,36.71,0,normal
2026-01-01 02:45:00,payment-service,42.51,57.02,43.53,445.18,444.09,167.77,0.11,46.51,0,normal
2026-01-01 02:45:00,notification-service,23.42,41.37,47.87,215.05,261.21,109.06,0.26,26.12,0,normal
2026-01-01 02:45:00,database,46.75,63.77,43.72,638.93,774.54,91.82,0.22,65.63,0,normal
2026-01-01 02:50:00,api-gateway,39.01,56.31,24.46,543.1,637.23,146.07,0.13,29.93,0,normal
2026-01-01 02:50:00,user-service,28.49,52.97,46.83,408.25,373.36,109.86,0.26,28.95,0,normal
2026-01-01 02:50:00,payment-service,33.64,58.36,49.85,396.48,469.82,167.34,0.21,42.28,0,normal
2026-01-01 02:50:00,notification-service,16.16,51.18,41.37,288.79,291.59,92.65,0.26,22.17,0,normal
2026-01-01 02:50:00,database,42.55,69.41,43.94,569.44,631.4,90.53,0.25,64.31,0,normal
2026-01-01 02:55:00,api-gateway,38.65,57.76,57.99,744.63,712.17,149.93,0.21,31.56,0,normal
2026-01-01 02:55:00,user-service,25.99,51.38,46.35,290.64,350.8,107.25,0.21,38.06,0,normal
2026-01-01 02:55:00,payment-service,40.79,63.9,61.58,433.95,496.46,154.38,0.23,43.11,0,normal
2026-01-01 02:55:00,notification-service,26.88,47.99,46.77,317.69,303.71,97.62,0.28,18.33,0,normal
2026-01-01 02:55:00,database,51.57,68.67,67.99,755.67,687.46,87.92,0.27,66.99,0,normal
2026-01-01 03:00:00,api-gateway,43.29,53.91,70.56,770.17,654.22,126.15,0.1,24.13,0,normal
2026-01-01 03:00:00,user-service,27.06,49.01,59.13,363.17,322.42,115.0,0.13,30.95,0,normal
2026-01-01 03:00:00,payment-service,45.13,59.25,56.63,421.68,484.15,179.91,0.24,48.39,0,normal
2026-01-01 03:00:00,notification-service,25.31,45.09,55.78,268.69,303.47,104.23,0.24,22.33,0,normal
2026-01-01 03:00:00,database,49.09,65.93,55.66,819.48,761.91,112.26,0.33,68.34,0,normal
2026-01-01 03:05:00,api-gateway,40.31,57.7,49.8,494.96,550.77,126.02,0.19,27.55,0,normal
2026-01-01 03:05:00,user-service,25.6,48.26,38.04,324.83,344.77,119.68,0.22,36.91,0,normal
2026-01-01 03:05:00,payment-service,45.11,64.36,41.8,581.73,505.56,149.95,0.18,43.9,0,normal
2026-01-01 03:05:00,notification-service,22.4,45.67,34.74,351.55,314.54,115.05,0.11,18.61,0,normal
2026-01-01 03:05:00,database,49.72,62.49,43.12,781.9,763.13,117.41,0.21,66.74,0,normal
2026-01-01 03:10:00,api-gateway,43.83,58.07,41.82,595.14,722.77,141.99,0.17,30.37,0,normal
2026-01-01 03:10:00,user-service,33.46,48.05,58.01,300.57,349.92,123.47,0.06,34.04,0,normal
2026-01-01 03:10:00,payment-service,36.53,59.75,39.76,490.24,464.91,162.07,0.23,51.18,0,normal
2026-01-01 03:10:00,notification-service,22.6,45.78,30.63,328.21,317.08,117.33,0.26,22.01,0,normal
2026-01-01 03:10:00,database,44.52,65.42,45.34,776.28,675.56,75.83,0.19,67.73,0,normal
2026-01-01 03:15:00,api-gateway,37.52,56.21,49.48,464.59,558.24,130.48,0.14,30.37,0,normal
2026-01-01 03:15:00,user-service,36.09,54.98,40.02,384.44,349.31,109.4,0.22,30.18,0,normal
2026-01-01 03:15:00,payment-service,45.41,60.36,47.79,450.42,500.56,154.54,0.22,44.47,0,normal
2026-01-01 03:15:00,notification-service,20.79,49.48,25.76,280.06,298.27,102.2,0.16,22.39,0,normal
2026-01-01 03:15:00,database,49.99,65.26,43.96,672.81,744.2,101.91,0.19,67.73,0,normal
2026-01-01 03:20:00,api-gateway,33.98,55.88,33.85,562.98,665.74,121.23,0.2,28.8,0,normal
2026-01-01 03:20:00,user-service,27.29,48.37,76.63,320.7,379.12,121.49,0.25,31.23,0,normal
2026-01-01 03:20:00,payment-service,46.77,60.53,39.28,437.49,505.01,160.76,0.2,44.73,0,normal
2026-01-01 03:20:00,notification-service,22.21,51.03,50.74,222.68,221.57,118.78,0.16,17.44,0,normal
2026-01-01 03:20:00,database,54.5,63.06,51.23,609.3,690.86,85.83,0.15,65.46,0,normal
2026-01-01 03:25:00,api-gateway,37.56,56.53,42.64,818.2,703.11,138.8,0.2,27.72,0,normal
2026-01-01 03:25:00,user-service,41.77,50.9,51.13,316.07,345.49,106.3,0.26,30.63,0,normal
2026-01-01 03:25:00,payment-service,45.45,64.11,48.08,445.47,439.66,174.44,0.24,47.89,0,normal
2026-01-01 03:25:00,notification-service,20.61,43.07,40.45,282.78,289.69,114.78,0.18,21.24,0,normal
2026-01-01 03:25:00,database,46.06,65.61,50.06,697.46,721.18,96.34,0.23,67.94,0,normal
2026-01-01 03:30:00,api-gateway,40.71,54.44,55.8,484.25,582.19,142.79,0.33,30.03,0,normal
2026-01-01 03:30:00,user-service,25.78,51.79,53.51,331.55,358.14,117.04,0.29,33.08,0,normal
2026-01-01 03:30:00,payment-service,43.53,53.63,40.01,581.56,536.1,159.24,0.2,51.55,0,normal
2026-01-01 03:30:00,notification-service,21.74,43.77,62.57,282.96,269.9,96.87,0.24,15.66,0,normal
2026-01-01 03:30:00,database,47.27,66.21,38.21,805.81,749.92,94.76,0.22,64.79,0,normal
2026-01-01 03:35:00,api-gateway,37.39,56.57,60.13,686.91,683.45,130.1,0.27,29.93,0,normal
2026-01-01 03:35:00,user-service,26.29,51.54,56.35,293.83,324.99,114.8,0.22,32.55,0,normal
2026-01-01 03:35:00,payment-service,45.09,61.95,27.23,605.96,528.84,155.45,0.11,48.01,0,normal
2026-01-01 03:35:00,notification-service,27.39,43.39,57.09,216.89,236.55,100.92,0.21,21.91,0,normal
2026-01-01 03:35:00,database,49.78,65.95,46.14,573.12,678.23,102.45,0.23,65.2,0,normal
2026-01-01 03:40:00,api-gateway,46.35,54.33,58.0,594.09,646.53,130.87,0.18,27.13,0,normal
2026-01-01 03:40:00,user-service,33.2,47.41,52.14,270.62,309.59,116.67,0.25,33.89,0,normal
2026-01-01 03:40:00,payment-service,43.32,60.21,59.75,560.07,486.34,175.51,0.21,44.17,0,normal
2026-01-01 03:40:00,notification-service,26.61,53.06,46.48,301.85,290.02,86.4,0.27,20.19,0,normal
2026-01-01 03:40:00,database,52.81,69.84,50.75,583.4,693.13,107.01,0.24,71.85,0,normal
2026-01-01 03:45:00,api-gateway,37.97,47.79,56.11,559.31,557.91,136.64,0.27,26.63,0,normal
2026-01-01 03:45:00,user-service,29.78,47.77,45.71,397.51,334.43,100.18,0.2,29.85,0,normal
2026-01-01 03:45:00,payment-service,43.12,53.8,43.31,468.85,465.77,167.83,0.16,42.93,0,normal
2026-01-01 03:45:00,notification-service,20.99,45.96,48.4,228.59,273.82,117.1,0.21,16.22,0,normal
2026-01-01 03:45:00,database,45.46,65.81,60.76,792.92,733.57,95.71,0.2,60.85,0,normal
2026-01-01 03:50:00,api-gateway,32.95,49.59,34.19,675.59,598.12,117.45,0.23,27.45,0,normal
2026-01-01 03:50:00,user-service,29.58,48.16,27.91,352.87,372.38,107.81,0.16,33.48,0,normal
2026-01-01 03:50:00,payment-service,40.05,59.61,51.69,517.1,482.61,164.56,0.17,46.22,0,normal
2026-01-01 03:50:00,notification-service,28.7,39.8,56.37,245.0,288.84,106.51,0.22,24.5,0,normal
2026-01-01 03:50:00,database,49.43,64.9,44.51,545.88,642.81,90.78,0.11,66.04,0,normal
2026-01-01 03:55:00,api-gateway,31.16,57.2,58.46,616.4,634.18,142.65,0.22,30.91,0,normal
2026-01-01 03:55:00,user-service,32.68,53.0,52.89,373.51,320.16,106.1,0.19,35.58,0,normal
2026-01-01 03:55:00,payment-service,36.72,57.92,57.8,536.73,499.11,145.9,0.28,50.64,0,normal
2026-01-01 03:55:00,notification-service,22.36,41.68,63.1,241.72,258.18,100.76,0.24,20.53,0,normal
2026-01-01 03:55:00,database,48.4,62.86,62.72,682.92,769.78,106.5,0.12,64.15,0,normal
2026-01-01 04:00:00,api-gateway,40.12,52.57,55.46,599.69,628.81,138.21,0.2,25.57,0,normal
2026-01-01 04:00:00,user-service,24.61,48.91,52.29,404.56,350.16,95.97,0.2,30.94,0,normal
2026-01-01 04:00:00,payment-service,45.48,59.68,38.06,542.47,531.06,169.65,0.14,42.87,0,normal
2026-01-01 04:00:00,notification-service,30.29,45.75,41.27,248.31,282.86,101.95,0.15,25.75,0,normal
2026-01-01 04:00:00,database,47.11,59.06,70.74,688.52,691.59,101.31,0.21,63.7,0,normal
2026-01-01 04:05:00,api-gateway,40.17,57.7,37.24,480.19,588.63,152.69,0.18,29.92,0,normal
2026-01-01 04:05:00,user-service,22.99,50.76,53.08,353.66,416.11,121.32,0.2,36.58,0,normal
2026-01-01 04:05:00,payment-service,41.34,62.62,53.91,545.55,476.29,162.36,0.2,43.29,0,normal
2026-01-01 04:05:00,notification-service,29.05,42.28,28.64,252.1,244.54,95.69,0.27,19.33,0,normal
2026-01-01 04:05:00,database,53.78,63.99,47.96,991.62,856.89,101.28,0.26,73.04,0,normal
2026-01-01 04:10:00,api-gateway,27.24,56.97,61.24,707.29,656.71,136.54,0.18,27.24,0,normal
2026-01-01 04:10:00,user-service,27.36,47.76,43.16,442.07,373.69,126.4,0.16,30.88,0,normal
2026-01-01 04:10:00,payment-service,46.05,62.18,58.0,556.55,523.36,170.11,0.22,45.55,0,normal
2026-01-01 04:10:00,notification-service,26.34,46.35,49.76,284.17,295.09,97.08,0.16,23.01,0,normal
2026-01-01 04:10:00,database,48.42,62.62,50.01,744.73,666.24,90.25,0.21,60.98,0,normal
